Ingredient code,Ingredient despcription,Nutrient code,Nutrient description ,Nutrient value
1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",646,"Fatty acids, total polyunsaturated",0.007
1154,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",204,Total Fat,0.77
1154,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",601,Cholesterol,20
1154,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",606,"Fatty acids, total saturated",0.499
1154,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",645,"Fatty acids, total monounsaturated",0.2
1154,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",646,"Fatty acids, total polyunsaturated",0.03
1157,"Cheese, goat, semisoft type",204,Total Fat,29.84
1157,"Cheese, goat, semisoft type",601,Cholesterol,79
1157,"Cheese, goat, semisoft type",606,"Fatty acids, total saturated",20.639
1157,"Cheese, goat, semisoft type",645,"Fatty acids, total monounsaturated",6.808
1157,"Cheese, goat, semisoft type",646,"Fatty acids, total polyunsaturated",0.709
1164,"Cheese sauce, prepared from recipe",204,Total Fat,14.92
1164,"Cheese sauce, prepared from recipe",601,Cholesterol,38
1164,"Cheese sauce, prepared from recipe",606,"Fatty acids, total saturated",8.034
1164,"Cheese sauce, prepared from recipe",645,"Fatty acids, total monounsaturated",4.735
1164,"Cheese sauce, prepared from recipe",646,"Fatty acids, total polyunsaturated",1.397
1165,"Cheese, mexican, queso anejo",204,Total Fat,29.98
1165,"Cheese, mexican, queso anejo",601,Cholesterol,105
1165,"Cheese, mexican, queso anejo",606,"Fatty acids, total saturated",19.033
1165,"Cheese, mexican, queso anejo",645,"Fatty acids, total monounsaturated",8.528
1165,"Cheese, mexican, queso anejo",646,"Fatty acids, total polyunsaturated",0.901
1166,"Cheese, mexican, queso asadero",204,Total Fat,28.26
1166,"Cheese, mexican, queso asadero",601,Cholesterol,105
1166,"Cheese, mexican, queso asadero",606,"Fatty acids, total saturated",17.939
1166,"Cheese, mexican, queso asadero",645,"Fatty acids, total monounsaturated",8.038
1166,"Cheese, mexican, queso asadero",646,"Fatty acids, total polyunsaturated",0.85
1169,"Cheese, low-sodium, cheddar or colby",204,Total Fat,32.62
1169,"Cheese, low-sodium, cheddar or colby",601,Cholesterol,100
1169,"Cheese, low-sodium, cheddar or colby",606,"Fatty acids, total saturated",20.768
1169,"Cheese, low-sodium, cheddar or colby",645,"Fatty acids, total monounsaturated",9.189
1169,"Cheese, low-sodium, cheddar or colby",646,"Fatty acids, total polyunsaturated",0.972
1179,"Sour cream, light",204,Total Fat,10.6
1179,"Sour cream, light",601,Cholesterol,35
1179,"Sour cream, light",606,"Fatty acids, total saturated",6.6
1179,"Sour cream, light",645,"Fatty acids, total monounsaturated",3.1
1179,"Sour cream, light",646,"Fatty acids, total polyunsaturated",0.4
1180,"Sour cream, fat free",204,Total Fat,0
1180,"Sour cream, fat free",601,Cholesterol,9
1180,"Sour cream, fat free",606,"Fatty acids, total saturated",0
1180,"Sour cream, fat free",645,"Fatty acids, total monounsaturated",0
1180,"Sour cream, fat free",646,"Fatty acids, total polyunsaturated",0
1185,"Parmesan cheese topping, fat free",204,Total Fat,5
1185,"Parmesan cheese topping, fat free",601,Cholesterol,20
1185,"Parmesan cheese topping, fat free",606,"Fatty acids, total saturated",3.11
1185,"Parmesan cheese topping, fat free",645,"Fatty acids, total monounsaturated",1.446
1185,"Parmesan cheese topping, fat free",646,"Fatty acids, total polyunsaturated",0.186
1186,"Cheese, cream, fat free",204,Total Fat,1
1186,"Cheese, cream, fat free",601,Cholesterol,12
1186,"Cheese, cream, fat free",606,"Fatty acids, total saturated",0.644
1186,"Cheese, cream, fat free",645,"Fatty acids, total monounsaturated",0.25
1186,"Cheese, cream, fat free",646,"Fatty acids, total polyunsaturated",0.057
1199,"Cream, half and half, fat free",204,Total Fat,1.4
1199,"Cream, half and half, fat free",601,Cholesterol,5
1199,"Cream, half and half, fat free",606,"Fatty acids, total saturated",0.841
1199,"Cream, half and half, fat free",645,"Fatty acids, total monounsaturated",0.384
1199,"Cream, half and half, fat free",646,"Fatty acids, total polyunsaturated",0.052
1205,"Cream substitute, flavored, liquid",204,Total Fat,13.5
1205,"Cream substitute, flavored, liquid",601,Cholesterol,0
1205,"Cream substitute, flavored, liquid",606,"Fatty acids, total saturated",2.635
1205,"Cream substitute, flavored, liquid",645,"Fatty acids, total monounsaturated",4.002
1205,"Cream substitute, flavored, liquid",646,"Fatty acids, total polyunsaturated",6.269
1206,"Cream substitute, flavored, powdered",204,Total Fat,21.47
1206,"Cream substitute, flavored, powdered",601,Cholesterol,0
1206,"Cream substitute, flavored, powdered",606,"Fatty acids, total saturated",19.446
1206,"Cream substitute, flavored, powdered",645,"Fatty acids, total monounsaturated",0.618
1206,"Cream substitute, flavored, powdered",646,"Fatty acids, total polyunsaturated",0.229
1208,"Cheese, provolone, reduced fat",204,Total Fat,17.6
1208,"Cheese, provolone, reduced fat",601,Cholesterol,55
1208,"Cheese, provolone, reduced fat",606,"Fatty acids, total saturated",11.3
1208,"Cheese, provolone, reduced fat",645,"Fatty acids, total monounsaturated",4.89
1208,"Cheese, provolone, reduced fat",646,"Fatty acids, total polyunsaturated",0.51
1209,"Cheese, Mexican, blend, reduced fat",204,Total Fat,19.4
1209,"Cheese, Mexican, blend, reduced fat",601,Cholesterol,62
1209,"Cheese, Mexican, blend, reduced fat",606,"Fatty acids, total saturated",11.58
1209,"Cheese, Mexican, blend, reduced fat",645,"Fatty acids, total monounsaturated",5.02
1209,"Cheese, Mexican, blend, reduced fat",646,"Fatty acids, total polyunsaturated",0.75
1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",204,Total Fat,3.27
1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",601,Cholesterol,10
1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",606,"Fatty acids, total saturated",1.865
1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",645,"Fatty acids, total monounsaturated",0.812
1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",646,"Fatty acids, total polyunsaturated",0.195
1215,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",204,Total Fat,14.1
1215,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",601,Cholesterol,53
1215,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",606,"Fatty acids, total saturated",8.85
1215,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",645,"Fatty acids, total monounsaturated",4.13
1215,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",646,"Fatty acids, total polyunsaturated",0.41
1223,"Protein supplement, milk based, Muscle Milk, powder",204,Total Fat,17.14
1223,"Protein supplement, milk based, Muscle Milk, powder",601,Cholesterol,21
1223,"Protein supplement, milk based, Muscle Milk, powder",606,"Fatty acids, total saturated",1.553
1223,"Protein supplement, milk based, Muscle Milk, powder",645,"Fatty acids, total monounsaturated",12.105
1223,"Protein supplement, milk based, Muscle Milk, powder",646,"Fatty acids, total polyunsaturated",1.77
1224,"Protein supplement, milk based, Muscle Milk Light, powder",204,Total Fat,12
1224,"Protein supplement, milk based, Muscle Milk Light, powder",601,Cholesterol,10
1224,"Protein supplement, milk based, Muscle Milk Light, powder",606,"Fatty acids, total saturated",1.087
1224,"Protein supplement, milk based, Muscle Milk Light, powder",645,"Fatty acids, total monounsaturated",8.474
1224,"Protein supplement, milk based, Muscle Milk Light, powder",646,"Fatty acids, total polyunsaturated",1.239
1225,Dulce de Leche,204,Total Fat,7.35
1225,Dulce de Leche,601,Cholesterol,29
1225,Dulce de Leche,606,"Fatty acids, total saturated",4.534
1225,Dulce de Leche,645,"Fatty acids, total monounsaturated",2.143
1225,Dulce de Leche,646,"Fatty acids, total polyunsaturated",0.375
1226,"Egg substitute, liquid or frozen, fat free",204,Total Fat,0
1226,"Egg substitute, liquid or frozen, fat free",601,Cholesterol,0
1226,"Egg substitute, liquid or frozen, fat free",606,"Fatty acids, total saturated",0
1226,"Egg substitute, liquid or frozen, fat free",645,"Fatty acids, total monounsaturated",0
1226,"Egg substitute, liquid or frozen, fat free",646,"Fatty acids, total polyunsaturated",0
1227,"Cheese, dry white, queso seco",204,Total Fat,24.3
1227,"Cheese, dry white, queso seco",601,Cholesterol,78
1227,"Cheese, dry white, queso seco",606,"Fatty acids, total saturated",13.7
1227,"Cheese, dry white, queso seco",645,"Fatty acids, total monounsaturated",5.7
1227,"Cheese, dry white, queso seco",646,"Fatty acids, total polyunsaturated",1.06
1228,"Cheese, fresh, queso fresco",204,Total Fat,23.82
1228,"Cheese, fresh, queso fresco",601,Cholesterol,69
1228,"Cheese, fresh, queso fresco",606,"Fatty acids, total saturated",12.94
1228,"Cheese, fresh, queso fresco",645,"Fatty acids, total monounsaturated",5.966
1228,"Cheese, fresh, queso fresco",646,"Fatty acids, total polyunsaturated",1.106
1230,"Milk, buttermilk, fluid, whole",204,Total Fat,3.31
1230,"Milk, buttermilk, fluid, whole",601,Cholesterol,11
1230,"Milk, buttermilk, fluid, whole",606,"Fatty acids, total saturated",1.899
1230,"Milk, buttermilk, fluid, whole",645,"Fatty acids, total monounsaturated",0.827
1230,"Milk, buttermilk, fluid, whole",646,"Fatty acids, total polyunsaturated",0.198
1237,"Ice cream, bar or stick, chocolate covered",204,Total Fat,24.1
1237,"Ice cream, bar or stick, chocolate covered",601,Cholesterol,28
1237,"Ice cream, bar or stick, chocolate covered",606,"Fatty acids, total saturated",13.202
1237,"Ice cream, bar or stick, chocolate covered",645,"Fatty acids, total monounsaturated",6.387
1237,"Ice cream, bar or stick, chocolate covered",646,"Fatty acids, total polyunsaturated",3.257
1240,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",204,Total Fat,21.88
1240,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",601,Cholesterol,21
1240,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",606,"Fatty acids, total saturated",11.458
1240,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",645,"Fatty acids, total monounsaturated",7.34
1240,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",646,"Fatty acids, total polyunsaturated",1.657
1250,"Nutritional supplement for people with diabetes, liquid",204,Total Fat,3.08
1250,"Nutritional supplement for people with diabetes, liquid",601,Cholesterol,2
1250,"Nutritional supplement for people with diabetes, liquid",606,"Fatty acids, total saturated",0.232
1250,"Nutritional supplement for people with diabetes, liquid",645,"Fatty acids, total monounsaturated",2.318
1250,"Nutritional supplement for people with diabetes, liquid",646,"Fatty acids, total polyunsaturated",0.395
1251,"Cheese, Mexican blend",204,Total Fat,28.51
1251,"Cheese, Mexican blend",601,Cholesterol,95
1251,"Cheese, Mexican blend",606,"Fatty acids, total saturated",17.027
1251,"Cheese, Mexican blend",645,"Fatty acids, total monounsaturated",7.871
1251,"Cheese, Mexican blend",646,"Fatty acids, total polyunsaturated",0.864
1252,"Cheese product, pasteurized process, American, vitamin D fortified",204,Total Fat,23.06
1252,"Cheese product, pasteurized process, American, vitamin D fortified",601,Cholesterol,78
1252,"Cheese product, pasteurized process, American, vitamin D fortified",606,"Fatty acids, total saturated",12.931
1252,"Cheese product, pasteurized process, American, vitamin D fortified",645,"Fatty acids, total monounsaturated",5.655
1252,"Cheese product, pasteurized process, American, vitamin D fortified",646,"Fatty acids, total polyunsaturated",0.99
1253,"Cheese, pasteurized process, American, without added vitamin D",204,Total Fat,31.79
1253,"Cheese, pasteurized process, American, without added vitamin D",601,Cholesterol,100
1253,"Cheese, pasteurized process, American, without added vitamin D",606,"Fatty acids, total saturated",18.057
1253,"Cheese, pasteurized process, American, without added vitamin D",645,"Fatty acids, total monounsaturated",8.236
1253,"Cheese, pasteurized process, American, without added vitamin D",646,"Fatty acids, total polyunsaturated",1.286
1256,"Yogurt, Greek, plain, nonfat",204,Total Fat,0.37
1256,"Yogurt, Greek, plain, nonfat",601,Cholesterol,5
1256,"Yogurt, Greek, plain, nonfat",606,"Fatty acids, total saturated",0.108
1256,"Yogurt, Greek, plain, nonfat",645,"Fatty acids, total monounsaturated",0.043
1256,"Yogurt, Greek, plain, nonfat",646,"Fatty acids, total polyunsaturated",0.011
1259,"Cheese spread, American or Cheddar cheese base, reduced fat",204,Total Fat,8.88
1259,"Cheese spread, American or Cheddar cheese base, reduced fat",601,Cholesterol,38
1259,"Cheese spread, American or Cheddar cheese base, reduced fat",606,"Fatty acids, total saturated",5.647
1259,"Cheese spread, American or Cheddar cheese base, reduced fat",645,"Fatty acids, total monounsaturated",2.458
1259,"Cheese spread, American or Cheddar cheese base, reduced fat",646,"Fatty acids, total polyunsaturated",0.415
1260,"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)",204,Total Fat,20.41
1260,"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)",601,Cholesterol,76
1260,"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)",606,"Fatty acids, total saturated",12.602
1260,"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)",645,"Fatty acids, total monounsaturated",5.304
1260,"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)",646,"Fatty acids, total polyunsaturated",0.893
1264,"Ice cream bar, stick or nugget, with crunch coating",204,Total Fat,25.26
1264,"Ice cream bar, stick or nugget, with crunch coating",601,Cholesterol,16
1264,"Ice cream bar, stick or nugget, with crunch coating",606,"Fatty acids, total saturated",17.895
1264,"Ice cream bar, stick or nugget, with crunch coating",645,"Fatty acids, total monounsaturated",1.173
1264,"Ice cream bar, stick or nugget, with crunch coating",646,"Fatty acids, total polyunsaturated",2.208
1265,"Cheese, cheddar, nonfat or fat free",204,Total Fat,0
1265,"Cheese, cheddar, nonfat or fat free",601,Cholesterol,18
1265,"Cheese, cheddar, nonfat or fat free",606,"Fatty acids, total saturated",0
1265,"Cheese, cheddar, nonfat or fat free",645,"Fatty acids, total monounsaturated",0
1265,"Cheese, cheddar, nonfat or fat free",646,"Fatty acids, total polyunsaturated",0
1266,"Cheese, Swiss, nonfat or fat free",204,Total Fat,0
1266,"Cheese, Swiss, nonfat or fat free",601,Cholesterol,18
1266,"Cheese, Swiss, nonfat or fat free",606,"Fatty acids, total saturated",0
1266,"Cheese, Swiss, nonfat or fat free",645,"Fatty acids, total monounsaturated",0
1266,"Cheese, Swiss, nonfat or fat free",646,"Fatty acids, total polyunsaturated",0
1267,"Cheese, mexican, queso cotija",204,Total Fat,30
1267,"Cheese, mexican, queso cotija",601,Cholesterol,100
1267,"Cheese, mexican, queso cotija",606,"Fatty acids, total saturated",17.5
1267,"Cheese, mexican, queso cotija",645,"Fatty acids, total monounsaturated",8.333
1267,"Cheese, mexican, queso cotija",646,"Fatty acids, total polyunsaturated",1.187
1284,"Yogurt, Greek, strawberry, lowfat",204,Total Fat,2.57
1284,"Yogurt, Greek, strawberry, lowfat",601,Cholesterol,12
1284,"Yogurt, Greek, strawberry, lowfat",606,"Fatty acids, total saturated",1.599
1284,"Yogurt, Greek, strawberry, lowfat",645,"Fatty acids, total monounsaturated",0.65
1284,"Yogurt, Greek, strawberry, lowfat",646,"Fatty acids, total polyunsaturated",0.113
1285,"Yogurt, Greek, strawberry, nonfat",204,Total Fat,0.15
1285,"Yogurt, Greek, strawberry, nonfat",601,Cholesterol,4
1285,"Yogurt, Greek, strawberry, nonfat",606,"Fatty acids, total saturated",0.103
1285,"Yogurt, Greek, strawberry, nonfat",645,"Fatty acids, total monounsaturated",0.029
1285,"Yogurt, Greek, strawberry, nonfat",646,"Fatty acids, total polyunsaturated",0.021
1286,"Yogurt, Greek, vanilla, nonfat",204,Total Fat,0.18
1286,"Yogurt, Greek, vanilla, nonfat",601,Cholesterol,3
1286,"Yogurt, Greek, vanilla, nonfat",606,"Fatty acids, total saturated",0.133
1286,"Yogurt, Greek, vanilla, nonfat",645,"Fatty acids, total monounsaturated",0.039
1286,"Yogurt, Greek, vanilla, nonfat",646,"Fatty acids, total polyunsaturated",0.009
1287,"Yogurt, Greek, plain, lowfat",204,Total Fat,1.92
1287,"Yogurt, Greek, plain, lowfat",601,Cholesterol,10
1287,"Yogurt, Greek, plain, lowfat",606,"Fatty acids, total saturated",1.23
1287,"Yogurt, Greek, plain, lowfat",645,"Fatty acids, total monounsaturated",0.486
1287,"Yogurt, Greek, plain, lowfat",646,"Fatty acids, total polyunsaturated",0.076
1289,"Kefir, lowfat, plain, LIFEWAY",204,Total Fat,1.02
